,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
480,Nữ,Nghe An,không thích nói nhiều hướng ngoại khi cần thiết dễ thương hướng nội nhưng thích đi chơi là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime,thịt sườn,nghe nhạc xem phim đi lượn đường tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. xem anime ko thích gì hết,khong co ,bới lội mac os o buổi sáng,4,8
481,Nam,Son La,nói nhiều với người quen khó giao tiếp,bánh xèo,các hoạt động phải chạy thích đánh cờ thích học ngôn ngữ anh ngôn ngữ,Ngăn nắp là được,vân vân...,6,5
482,Nữ,Quang Tri,đôi lúc hướng nội,gà jollibee uống caffee,âm nhạc ko thích bị ép buộc hacking,"mong muốn được ở cùng với người có sở thích khoa học với mình, để cùng nhau nói chuyện ",thích tranh biện,1,6
483,Nữ,Dong Thap,tích cực lúc này lúc kia hướng nội nhưng thích làm social media ở giữa hướng nội,c2 ngũ cốc nước ép thơm sữa milo,thích khám phá xung quanh thích chill tụ tập với bạn bè,"Cùng ngành, hoặc cùng trường, sinh hoạt cú đêm giống mình hihi",… đồ ăn ngọt,6,1
484,Nam,Dien Bien,tôi là một người hoạt bát dễ thích nghi là một người khá là trầm tư thích tìm hiểu đôi khi ko thích chia sẻ nhiều lắm,các loại thức ăn nhanh socola ngọt ngào có chút đắng,code xem phim mac os tìm hiểu về văn hóa các nơi,người sòng phẳng và thẳng thắn,chơi đàn các chương trình giải trí tiêu tiền. đi du lịch,1,6
485,Nam,Ha Giang,thích đi đâu đó thích ở một mình- lúc thích nói chuyện nhiều người nói nhiều hướng ngoại thích đi đây đó v.v ít bạn,cơm trộn drink: (ưu tiên) nước lọc rau các loại bún gà,tháo bóng chuyền đọc sách ráp pc video game,"Người vui tính, có thể nói nhiều một chút, ở sạch, ăn xong nhớ dọn, tôn trọng riêng tư, nếu cùng ngành thì tốt, không cùng cũng không sao",thích chơi cầu lông bơi ko ăn,4,2
486,Nữ,Bac Kan,người thân người đang học trường fpt ghét phiền phức đôi khi ko thích chia sẻ nhiều lắm,món j có topping thì đều thích,kpop thể thao dân chơi hệ điều hành (windows,Không soi mói,đi cắm trại cầu long. thư giãn,9,3
487,Nam,An Giang,hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ hướng nội là một người 2 hướng,cũng không biết nữa 😂 tôm,chính trị tiếng anh... truyện thích xem tivi,"Hoà đồng, cùng chuyên ngành càng tốt nhưng khác cũng không sao, vui tính, đơn giản",thích môn toán,5,1
488,Nam,Yen Bai,hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) hòa đồnh,bánh tráng,xem tin tức công nghệ đi chơi ngoài trời cũng không biết thích gì,"Người biết lắng nghe, học giỏi 1 chút (nhưng không tự cao, cái tôi lớn), vui tính hòa đồng, người kiên định không ba phải hùa theo đám đồng, ",code xem các show giải trí thực tế,3,3
489,Nữ,Vung Tau,không thích giao tiếp với người lạ là người ít nói chuyện hướng nội khi không có ai,fastfood thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon trà chanh trân châu sữa tươi trân châu đường đen,tập thể dục bị người ta lùa gà o buổi chiều đi xe đạp,"Dễ thương, thích nấu ăn, quan tâm bạn bè",xem bóng đá xem youtube ngủ nghỉ ngơi đá bóng nhiều lắm . chơi được đa nghề :),1,1
490,Nữ,Vinh Phuc,thích được đi chơi hương ngoại nhưng khó kết bạn với hơi trầm,cơm bún trộn thịt,đi tản bộ xe cộ kĩ thuật đạp xe,Cùng ngành,cầu long.,7,8
491,Nam,Lam Dong,thích ở một đám o tập thể ....,cơm nước ngọt blahblah hamburger,chăn nuôi nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster,"cùng sở thích, hòa đồng, vui tính",đi đây đi đó với bạn bè( một mình) lướt mạng thần số học,2,1
492,Nam,Ha Giang,hoà đồng với mọi người,em thích các loại bún ạ thịt xào nấm mèo đồ bún phở việt nam đồ nướng mì trộn,call điện thoại xem anime,"sạch sẽ gọn gàng và lịch sự, vui tính hài hước",phim thích chill,2,7
493,Nữ,Quang Tri,ambivert nhưng hướng nội với người lạ ít bạn hiền hoà,mình ăn uống healthy nền chỉ uống nước ép trái cây,coi anime,Vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau,đàn hát tiêu tiền. đọc sách công nghệ,4,4
494,Nữ,Dak Nong,đúng ik chang mô tả mẫu :))) mình khá dễ hòa đồng nhưng tùy đối tượng thích coi phim người suy nghĩ nhiều,hơi kén ăn 1 chút đồ thái,làm gốm chơi vape trò chơi điện tử nghe nhạc xem phim đi lượn đường anh văn,khong co ,đu otp nấu ăn đi dạo ngắm cây đi chơi cùng bạn bè người thân,9,1
495,Nữ,Ha Nam,thích ở nhà hơn là ở ngoài,mặn cơm tấm sườn bì chả thích đồ ăn có trứng muối đặc biệt là mì cay salad,xem tv series chơi đàn lưới fb,Vui tính  thân thiện ,ca hát chiêm tinh học thể thao,7,6
496,Nữ,Dong Nai,hoà đồng hướng nội với người ngoài nửa hướng ngoại hướng nội thích ở một mình,fanta bò nea bánh bèo ăn haidilao,đọc manga xem anime xem phim âu action nghe nhạc thích coi phim,"vui tính, hoà đồng, sạch sẽ, gọn gàng, chung sở thích",coi phim anime chăn nuôi mình thích đọc tiểu thuyết và truyện tranh android học toán,3,4
497,Nam,Lam Dong,là một người khiêm nhường hướng nội thích không gian yên tĩnh thích mọi thứ có trật tự trung lập thích cứ gái,cà phê sữa trà đá,thích tiếng anh thích động vật,Vui tính và sạch sẽ ,sở thích của mình là thay vì thoát khỏi áp lực chăn nuôi đọc truyện toán dark fantasy manga,1,1
498,Nam,Ha Tinh,khó giao tiếp ít nói nhưng hướng ngoại,beer ít mỡ bánh chuối chiên,thích khám phá xung quanh đi ăn đọc truyện du lịch,"Hoà đồng, thấu hiểu, có cùng sở thích là một điểm cộng",hích võ taekwondo shopping lắp ráp xem phim phá máy tính,1,1
499,Nam,Son La,thích trò chuyện không thích nơi đông người thích mọi thứ có trật tự mình khá ít nói cũng như là hướng nội thích 1 mình,buger nem nướng nha trang,coi anime phá máy tính,Không thích ai có tính cách bảo thủ ,xem phim hàn đi xe đạp,4,5
500,Nam,An Giang,hơi hướng nội hướng nội ít nói nhưng hoà đồng thân thiện nhưng hướng nội với người lạ,phở); thức uống: nước có ga cà phê sữa... thích ăn gà mỳ tôm nước gas,học tiếng nhật kiếm tiền,Ngăn nắp là được,hích võ taekwondo hít thở không khí trong lành ở công viên,1,9
501,Nam,Quang Tri,người hướng nội cởi mở lúc hướng ngoại,bún thích ăn món mì cay bánh gạo,giải đố,khong co ,game truyện,3,8
502,Nam,Khanh Hoa,chỉ thích ngủ một mình,"sương sáo các thứ
food: cái gì cũng ăn được. thích rau đồ nướng thích ăn đồ việt nam paparoti ... thật ra thì ngoại trừ rau cần",nhảy,"biết đúng sai, có chừng mực - vui vẻ, hài hước nhưng phải có điểm dừng, hiểu quy tắc cộng đồng - nghĩa là không thể thoải mái sống bừa bãi lôi thôi như một mình.",tập thể dục ngoài trời đi đây đi đó với bạn bè( một mình) đánh võ,1,2
503,Nam,Tra Vinh,hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) không thích nói nhiều không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì là một ambivert,nước rau má bánh canh kim chi trà sữa double trân châu,đá banh học tiếng anh nhiếp ảnh tháo coi phim anime,"Em thích ở chung với người tôn trọng khoảng cách và điểm khác biệt giữ 2 đứa. Không quá xen vào cuộc sống của nhau. Không phán xét, đánh giá, áp đặt sở thích, suy đoán, ý kiến của mình lên bạn cùng phòng",ngủ coi phim ăn em thích chơi nhạc cụ,2,7
504,Nam,Bac Lieu,người suy nghĩ nhiều hướng nội + ngoại part time hướng nội ít nói nhưng hoà đồng thân thiện,bánh bò 7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu nước trà,phim hoạt hình,"gọn gàng, trầm tính, cùng chuyên ngành/ sở thích",đi du lịch thể hình bơi lội khoa học đạp xe,9,6
505,Nam,Quang Nam,nhanh nhẹn,đồ ăn chay,học nhóm online đi chơi call điện thoại,hiền lành ,mình thích chạy bộ đọc tiểu thuyết đi dạo ngắm cây,3,7
506,Nữ,Binh Thuan,thoải mái khi gia nhập hướng ngoại partime,udon trà sữa double trân châu các món ăn truyền thống hoặc món ăn đường phố việt nam,chơi cờ vua,"Vui tính, hoạt bạt",phá máy tính tin học,9,8
507,Nữ,Quang Binh,hoà đồng vui vẻ,đồ cay đồ nhướng thích đồ ăn có trứng muối,cà phê,"Người vui tính , hoà đồng",viết lách,4,4
508,Nam,An Giang,nhưng lúc high thì lại muốn nói rất nhiều ít nói nhưng hướng ngoại huong noi va thich o mot minh,cá dồ kho bánh chuối chiên mì cay,sự logic,"Vui tính, hòa đồng",tâm lý học trồng cây linux các hoạt động phải chạy ở nhà một mình,6,4
509,Nữ,Bac Kan,thích kết bạn,cơm nhà,bóng đá mình thích đọc tiểu thuyết và truyện tranh,"Đừng quá bừa bộn, nhiều chuyện",đọc sách,7,3
510,Nữ,Binh Duong,hòa đồnh thích đi chơi cùng những người bạn thân thiết dễ hòa nhập có quy tắc riêng,các loại thịt nướng fanta,văn học o buổi chiều,Sạch gọn và rõ ràng,xem tv series trí tuệ như nhau nên điều đó cũng là một sự thú bị ios,5,8
511,Nữ,Phu Tho,đúng ik chang mô tả mẫu :))) không thích giao tiếp với người lạ,đặt biệt là trà sữa buger . thịt xào nấm mèo rau má mix,chơi cầu lông âm nhạc tiền,Vui tính,được ăn tháo,6,2
512,Nữ,Vinh Phuc,mình là một người hướng nội thích ở một đám ở nhà hướng nội ra đường hướng ngoại 🙄 1 tháng chắc 1-2 lần) để giao lưu là người hướng nội part time,bánh kẹp thịt cheese fries đồ hàn xoài chua chấm muối ớt chua lè,thích khoa học đi phượt tiếng anh,Hiền ,"đi mua sắm

không thích: chạy bộ",8,3
513,Nữ,Gia Lai,tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình không thích nói nhiều,chất béo hay phô mai. không ăn được cua :3 ngũ cốc trà olong khoai tây,đá bóng coding trồng cây ….,"Người có tính cách vui vẻ, dễ chịu, thích các hoạt động nhóm, đi chơi bên ngoài.","thích:
1. thiên nhiên cây cỏ
2. bóng bàn khoa học học hỏi làm mô hình được ăn",3,6
514,Nam,Bac Giang,thích ở một đám,chocolate no bún đậu snack,thích khám phá xung quanh mình thích chạy bộ,Chung ngành sạch sẽ và dễ tính,thích đá banh mình thích xem phim,9,9
515,Nam,Bac Kan,tôi là một người ít nói hướng nội khi không có ai hay dài dòng thích tham gia các hoạt động xã hội thích đông vui,mỳ xào các món về tôm nước ép thơm đồ ăn nhà nấu,đọc sách đếm tiền cầu long. mình còn có thể chơi cầu lông nữa xem tv series,Giống tính cách càng tốt nhưng k nên là bạn thân,của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng) android ca hát hát,9,7
516,Nữ,Lang Son,ồn ào mê chơi đá gà hướng trung cá tính mạnh,cá dồ kho chỉ thích cafe phin bánh ướt,mầy mò linh kiện máy tính thiên văn học trò chơi điện tử tháo toán học,Khắc kỷ,thích môn toán âm nhạc ( nghe nhạc) tò mò về cách vận hành của xã hội coding,1,5
517,Nữ,Ninh Binh,thích làm việc o tập thể,coca cola bánh kẹp thịt bò với sữa các món về tôm trà đá,thế giới,"Hòa đồng, vui tính",…. học hỏi,9,2
518,Nữ,Yen Bai,thích tụ tập bạn bè thân thiết ở nhà xàm chỉ thích ngủ một mình cực đoan,salad trà đá,bóng đá ... thích ngủ phim truyền hình của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng),toi khong có roommate,truyện đạp xe thích bơi,9,5
519,Nữ,Dien Bien,thân thiện một người hướng nội thích sự im lặng,bánh mì không có cụ thể thích 1 món ăn hay đồ uống nào,chạy bộ thiên văn học,"Vui tính, biết điều",tập thể dục ngoài trời nghệ thuật thích đi chơi với bạn bè nằm dài nghe nhạc,7,5
520,Nam,Thanh Hoa,mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân,"kem ốc quế... 1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép bánh tráng trộn bim bim","lưới fb đi mua sắm

không thích: chạy bộ",Ai kiềm t việc t chơi ngu và ai đó chịu chơi ngu với t,dân chơi hệ điều hành (windows xem anime anh văn,1,9
521,Nữ,Binh Dinh,thích tự do mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác đôi lúc hướng nội mê chơi đá gà,mỳ trộn,thể thao,Vui tính và sạch sẽ ,stress thì mình đâm đầu vô luôn ... thích bơi kiếm tiền,3,1
522,Nam,Phu Yen,hướng nội trầm tính,nước gas bún rêu sâm bổ lượng các loại bạn,học công nghệ ngủ,Hòa đồng,thể dục toán,3,1
523,Nữ,Hoa Binh,ghét phiền phức chia sẽ lười giao tiếp...,........; nói chung là mình thích ăn rất nhiều món :3 đặt biệt là trà sữa rau củ cá kho gà nói chung,thích đá banh chơi hame lắp ráp tiền,"vui vẻ, sạch sẽ",xem bóng đá,6,7
524,Nữ,Phu Tho,mình là một người khá rụt rè khi ở một mình. dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều. khó giao tiếp thích ở một mình với gia đình,táo,đọc tiểu thuyết cầu lông,"vui tính, hoà đồng, sạch sẽ, gọn gàng, chung sở thích",chơi game ngắm bầu trời ăn uống,7,5
