,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
3349,Nam,Quang Nam,thích một mình nhưng lại sợ cô đơn ít nói với người lạ ít nói hướng nội mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác,cơm gà red bull khoai tây lắc,các hoạt động xã hội,không,thật sự như mình nói trên tinh ý quan tâm thẳng tính vui tính.,9,9
6147,Nữ,Quang Ngai,một người nửa hướng nội,thích ăn những món ăn không quá đậm vị thích ăn đồ cay,du lịch cùng bạn toán,không,vô duyên thích ăn cùng chuyên ngành/ sở thích lanh lợi thật lòng,8,9
2330,Nữ,Ca Mau,thích suy diễn mọi chuyện trên đời là người thích ở một mình mình là người,ức gà đồ ăn chay trà đá các loại bánh ngọt,công nghệ yoga,không,điềm tĩnh dễ gần thích ăn tính giống mình,10,8
8752,Nam,Ha Giang,thích được đi chơi hay dài dòng có lúc hướng nội riêng tư,đặc biệt là chè mình thích trà bí đao ngô gia,chiêm tinh học,không,thích các hoạt động nhóm,9,7
5104,Nữ,Thanh Hoa,cũng hơi hướng ngoại khó giao tiếp thích suy diễn mọi chuyện trên đời,có ăn là được cơm chiên khoai lang lắc xoài lắc nước ép.,nhảy dây học hóa phong thủy âm nhạc ( nghe nhạc),không,nhiệt tình vs mn ko thích share phòng,8,10
7947,Nữ,Binh Phuoc,thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ là người hướng nội part time sáng nắng chiều mưa,các món về tôm,lắp ráp lưới fb,không,vui vẻ hòa đồng có tính tự giác đừng ham chơi 🤡 vì mình sẽ chơi cùng,9,7
4096,Nữ,Binh Dinh,hướng nội hướng ngoại vui vẻ hòa đồng hướng ngoại ít nói thích ở một mình một người vui vẻ thích mọi thứ có trật tự,mì nước lọc các món ăn có nước gà rán,o buổi chiều xem youtube ngủ nghỉ ngơi,không,có chí cầu tiến nhiệt tình vs mn chủ động không có ạ,7,8
9156,Nam,Thai Binh,thích ờ chỗ không đông người đôi lúc hướng ngoại nói rất nhiều,coca-cola,bơi lội. chơi đàn đàn hát,không,ở sạch sòng phẳng tiền bạc.,5,6
6561,Nam,Phu Yen,thích đi dây đó là một người khá là trầm tư huong noi va thich o mot minh trung lập,mình rất thích đồ ăn vặt những món có vị chua coca cola… chè bưởi đồ ngọt,đọc manga xem anime xem phim âu action nghe nhạc nằm dài nghe nhạc yoga phim truyền hình esports,không,vui vẻ chân thật biết tôn trọng không gian riêng người có tính cách vui vẻ sạch gọn đẹp,7,3
7963,Nam,Quang Tri,thích đi ra quán cafe để học bài lowkey,bánh kẹp thịt bò với sữa mì ý salad,tiếng anh...,Có,mong muốn được ở cùng với người có sở thích khoa học với mình vui vẻ hoà đồng siêng năng,7,5
205,Nam,Lam Dong,nhưng không phải e sợ đám đông thích đi chơi cùng những người bạn thân thiết,thịt kho tàu matcha đá xay,vẽ đàn hát đánh cầu lông,không,thẳng tính người kiên định không ba phải hùa theo đám đồng biết giúp đỡ,9,8
4815,Nữ,Hoa Binh,hướng lung tung thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ hướng nội thích không gian yên tĩnh hay giận vu vơ,bánh . nước coca . mì cay... sâm bổ lượng hủ tiếu ăn đồ tốt cho sức khỏe sushi,diy.. tấu hài tò mò về cách vận hành của xã hội tham gia hoạt động ngoại khoá,không,có đạo đức,8,9
8524,Nam,Bac Lieu,nói nhiều với người quen cầu toàn thích tự lập,hải sản,các hoạt động xã hội ko thích bị ép buộc kĩ thuật,Có,hoà đồng hoạt bát sạch sẽ,10,8
3374,Nam,Binh Thuan,nhưng hướng nội với người lạ thích ở một đám xàm đôi khi hướng ngoại e là một người khá tự ti,đồ chiên thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon,du lịch cùng bạn,không,suy đoán,10,10
5603,Nam,Nam Dinh ,hướng nội 35% áp dụng công nghệ mới,đồ bún phở việt nam đồ cay hàn quốc cháo gà trà chanh ... thật ra thì ngoại trừ rau cần,các hoạt động phải chạy,không,người ngay thẳng người hài hước có cùng sở thích là một điểm cộng người ít nói chủ động,10,6
4378,Nam,Hoa Binh,lúc hướng nội lúc hướng ngoại o tập thể,các loại bánh ngọt các món ăn có nước miến trộn tất cả các loại mì đồ cay hàn quốc,tháo bơi lội.,không,lắng nghe không care lắm thích ăn hoà đồng lịch sự ngoan ngoãn ko quậy phá,6,9
5444,Nữ,Vinh Phuc,hướng nội khi không có ai khó bắt chuyện với người lạ,bánh canh cơm chiên các loại nước ép. trà,mình còn có thể chơi cầu lông nữa xem tv series thích hút thuốc trang điểm đi dạo,không,chia việc nhà thì phải lm ,7,8
7663,Nữ,Ha Giang,nóng nảy - ưu tư thích trò chuyện nói rất nhiều ambivert,lẩu bánh cam . bánh mì,học nhóm online anh văn thích tiếng anh ăn uống thích học thích code,không,hoặc cùng trường,8,8
8356,Nam,Hung Yen,hòa đồng không thích đám đông lắm nhưng dễ hòa nhập,đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í.,đu otp chơi nhạc xem tin tức công nghệ,không,không thích ai có tính cách bảo thủ người sống có quy củ cá tính o cuộc sống của nhau. không phán xét,9,8
3146,Nam,Khanh Hoa,bình thường 🤤 bạo lọan thích làm việc thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra thích ở 1 mình,cơm cháy kho quẹt món j có topping thì đều thích bún chả hải sản nước cơm tấm sườn bì chả,nói chuyện cùng bạn bè thích chill thich chơi thể thao võ toán,không,bình đẳng không nhiều chuyện  ăn nhiều,8,8
404,Nữ,Long An,thích đông vui mình là một người khá rụt rè khi ở một mình. dễ tính hướng nọpi,nước suối trà nóng bún cá châu đốc,"đọc tiểu thuyết thích:
1. thiên nhiên cây cỏ
2. bóng bàn tìm hiểu về văn hóa các nơi bơi lội",Có,để cùng nhau nói chuyện tiền bạc rạch ròi dễ tính không soi mói vui vẻ - hài hước,9,7
3823,Nữ,Quang Ngai,thích có ko gian riêng tư 1 mình sống lowkey hiếm khi thấy vui thích 1 mình ít nói,tắc,vi vu dạo phố tám chuyện đạp xe đạp,không,thích ăn không quá nóng tính,9,8
801,Nữ,Nam Dinh ,không thích ồn ào,thích đồ ăn có trứng muối bánh bột lọc,lập trình,không,có tình nghĩa huynh đệ,8,9
791,Nam,Quang Ngai,tốt bụng,socola ngọt ngào có chút đắng,tin khoa học nghiên cứu về tài chính sự logic,Có,dễ thương,5,10
8684,Nữ,Bac Ninh,nói nhiều,không đặc biệt yêu thích gì những món có vị chua coca-cola,thích đánh cờ đá bóng,không,phát triển bản thân dễ chịu không tự tiện,8,8
3370,Nữ,Quang Nam,huong noi,mứt; các loại món nước như hủ tiếu hơi kén ăn 1 chút,thich chơi thể thao võ pokemon thích động vật,không,một người hiểu biết rộng yên tĩnh,10,7
4348,Nam,Ca Mau,hướng nội thích không gian yên tĩnh có lúc hướng nội 50% hướng ngoài,đồ hàn,học hỏi,Có,1 người vui tính không thích ai có tính cách bảo thủ hiền lành đừng ham chơi 🤡 vì mình sẽ chơi cùng,7,5
5034,Nữ,Hoa Binh,thích làm việc nhưng lúc high thì lại muốn nói rất nhiều thích đi lang thang một mình thích tham gia các hoạt động xã hội có lúc hướng nội,không thích ăn cay lắm trứng ốp la,phim,không,nấu ăn ngon dùng đồ của ng khác thì phải biết mượn mình thích người cùng phòng vui tính đồ mình sở hữu là được vì mình cũng như vậy.,5,7
4997,Nữ,Ha Tinh,có thể đi ăn ngoài nếu được mời một người hướng ngoại làm biếng,đậu hũ cà chua. phở); thức uống: nước có ga cơm người yêu nấu buger,mình thích hát bóng chuyền gym tin học chơi cầu lông,không,người hòa đồng người hoà đồng có ý thức giữ vệ sinh chung để ý tiểu tiết (theo hướng tích cực),8,5
1172,Nữ,Hoa Binh,thích ở một mình với gia đình riêng tư khó chịu,xôi uống caffee sâm bổ lượng các loại lẩu những món ăn liên quan đến kim chi,chạy bộ,không,đàng hoàng là được quan tâm mọi người mình chỉ cần người đàng hoàng ko thích share phòng,9,10
9667,Nam,Ninh Thuan,"mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",...; các loại thức ăn truyền thống của miền nam như bánh xèo,dọn dẹp hít thở không khí trong lành ở công viên pokemon,không,vui tính sòng phẳng tiền bạc. cá tính,10,10
3009,Nam,Hoa Binh,mình hk thích sự gượng ép hoà đồng nhưng cũng thích ở một mình ở một mình thích đi chơi cùng những người bạn thân thiết tự do,mì xào mì trộn xoài lắc,chơi edit coi anime,Có,người vui tính hòa không tự tiện ngành công nghệ thông tin biết điều cái tôi lớn),8,5
6547,Nam,An Giang,thích sống ở trọ hướng ngoại khi cần thiết nóng nảy - ưu tư tính cách thất thường,đặc biệt là tôm bánh khọt,thích hát nói chuyện cùng bạn bè,không,hoạt bát dễ gần,8,8
9658,Nữ,Hoa Binh,khá vui vẻ phần hướng nội nhiều hơn hướng ngoại là người thích ở một mình nhưng không phải e sợ đám đông,thích ăn vặt bánh tráng các loại trà dâu moutain dew lẩu chay,ráp pc,không,bạn cùng phòng biết lùa gà thíc người hay nấu ăn biết mặc cả =)) vì mình ko biết mặc cả hihi dễ chung sống sạch gọn,7,8
7319,Nam,Nam Dinh ,hướng ngoại 65% nửa hướng ngoại,thích đồ chiên tôm đồ cay,học nhóm online pokemon giải đố thích đá bóng chụp ảnh,không,biết giữ gìn hoà khí chung mong muốn có một người bạn có cùng sở thích khám phá giống mình,9,9
6896,Nữ,Thai Binh,nói nhiều hướng ngoại thích đi đây đó xàm,tắc nem nướng,đàn guzheng vận động thể lực (nhẹ),không,người hiểu chuyện cùng tần số với mình :)))). thật thà,7,5
9622,Nữ,Gia Lai,thích ờ chỗ không đông người thích ở một mình. thích ngoại giao cá tính mạnh,khoai tây lắc các loại bún,ăn dọn dẹp,không,trách nhiệm tiền bạc rõ ràng quan tâm bình đẳng điểm khác biệt giữ 2 đứa. không quá xen,9,9
5573,Nữ,An Giang,hướng nội nữa mùa thích vui hoà đồng nhưng cũng thích ở một mình,"thịt kho tàu miến trộn món ăn health sương sáo các thứ
food: cái gì cũng ăn được. thích rau các loại đồ ngọt như chè",nấu ăn cà phê xem youtube ngủ nghỉ ngơi thích đi du lịch xem tv series,không,siêng freedom điềm tĩnh đặc biệt là tam quan đúng đắn,8,8
2104,Nam,Tien Giang,vui vẻ...,sushi thích đồ chay thích ăn cá thác lác chiên nước ép thơm mì gói,esports cầu lông đánh cầu lông đánh võ xem tv series,không,miễn bạn cùng phòng biết nói chuyện là được :) biết lắng nghe/ tôn trọng lẫn nhau toi khong có roommate thích nói thật học giỏi 1 chút (nhưng không tự cao,8,5
5150,Nam,Quang Nam,ở một mình dễ chịu nhiệt tình hướng nọpi,món nào chay đều thích,,không,thích gọn gàng thật lòng lắng nghe,5,7
3906,Nam,Binh Dinh,thích ngoại giao nội tâm,bánh,thích đọc sách game mobile phụ kiện công nghệ thường hay quan tâm những tin tức về nó esport,không,người có tính hòa đồng đáng tin cậy,7,7
8477,Nữ,Quang Nam,nói nhiều với người quen cầu toàn,trà đào…,cầu long.,không,ở sạch,9,10
950,Nam,Quang Ngai,....,đi ăn với bạn đồ ăn chay bún mắm,phụ kiện công nghệ chiêm tinh học khoa học toán học thích đi karaoke,không,năng động biết nấu ăn,10,7
4231,Nam,Ca Mau,chỉ thích ngủ một mình,snack tất cả các loại mì cơm chiên nước c2 chanh,văn học mình rất thích nghệ thuật,không,ở sách không bừa bộn không tính toán với bạn cùng phòng khác. ngành công nghệ thông tin người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương,8,10
8774,Nữ,Tien Giang,quyết đoán hướng ngoại thích giao tiếp vui vẻ hoà đồng hướng nội + ngoại part time nửa nội nử ngoại sạch sẽ,thức ăn gì ngon đều yêu thích,của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng) lịch sử trò chơi điện tử học công nghệ âm nhạc ( nghe nhạc),không,mình thích bạn cùng phòng hoà đồng cùng tần số,8,7
2815,Nam,Quang Ngai,hướng ngoại thích giao tiếp vui vẻ hoà đồng hướng nội ít nói thik ở một mình,các món về tôm cứ đồ ăn là thích mì cay trà sữa sâm bổ lượng thích uống trà sữa ạ :v,"đi mua sắm

không thích: chạy bộ đi phượt môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính",không,ham học nhiệt tình vs mn áp đặt sở thích,9,7
