,Name,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
466,466,Nam,Ca Mau,hướng nội nữa mùa giống ví dụ dễ thích ứng,đồ ăn vặt hoặc đồ hàn cá kho thức ăn chill,chơi đàn lập trình bói toán thích ngủ,không,người biết lắng nghe biết lắng nghe/ tôn trọng lẫn nhau cùng tần số với mình :)))). thật thà,8,8
467,467,Nam,Lao Cai,thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng khó chịu thích giao lưu với mọi nguời cầu toàn,phở bò,chơi đàn piano thử nhiều điều mới,không,vui vẻ hoà đồn thân thiện tôn trọng lẫn nhau,7,10
468,468,Nữ,Dak Nong,thích tụ tập bạn bè thân thiết ở nhà ít nói nhưng hay chia sẻ với mn thích không gian riêng,cơm người yêu nấu,đánh võ nhảy,không,thấu hiểu biết chia sẻ,7,10
469,469,Nữ,Binh Thuan,tích cực có lúc hướng nội mình là một người hướng nội hướng trung (ambivert) lúc thích một mình,bún bò phở hu tiu com tam cơm cháy kho quẹt sữa milo,đi cắm trại thích chơi suốt ngày tò mò về cách vận hành của xã hội tắm (2l/ngày),không,đàng hoàng là được không vô duyên vui tính hòa đồng,9,9
470,470,Nữ,Phu Yen,khó bắt chuyện với người lạ,"beer moutain dew mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc",đi từ thiện thích tiếng anh cờ vua của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng),không,người vui tính hòa sạch sẽ một chút sạch sẽ hoà đồng vui vẻ trung thực,3,9
471,471,Nữ,Ha Giang,thích gọn gàng í nói hướng nội thích ở một mình- lúc thích nói chuyện nhiều người có xu hướng ambivert,trà đào nước ép fast food ăn haidilao,học toán lập trình cà phê dọn dẹp toán học,không,dễ ăn uống sạch sẽ không bừa bộn người sòng phẳng,7,8
472,472,Nữ,Vung Tau,thích đông vui thích cứ gái thích trò chuyện hướng ngoại thân thiện vui vẻ thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người,bimbim cà phê,dark fantasy manga thể thao shopping,Có,người hướng ngoại năng động sinh hoạt cú đêm giống mình hihi,1,10
473,473,Nữ,Ca Mau,người hay thay đổi cọc cằn là một ambivert thiên về cảm xúc nhiều hơn lí trí,các loại đồ ngọt như chè thích ăn vặt ...,lắp ráp đu otp,không,luôn ham học hỏi giống tính cách càng tốt nhưng k nên là bạn thân hòa đồng nếu chung sở thích thì càng tốt tính cách thẳng thắn nhưng không vô duyên,9,9
474,474,Nữ,Son La,khó bắt chuyện với người lạ,đồ ăn hàn. đồ uống healthy cơm người yêu nấu mỳ xào cá cơm trộn,giải đố,không,"tích cực với cuộc sống người hướng ngoại biết cư xử
nói ít thôi
ở sạch sẽ
chia việc nhà
có thể tin tưởng được (tiền bạc)
ngủ đừng ngáy
trình độ xấp xỉ như mình chứ đừng zốt quá nó ô dề lắm :b dễ dãi",8,7
475,475,Nữ,Thai Binh,sáng nắng chiều mưa hướng nội tích cực hòa đồng không thích đám đông lắm nhưng dễ hòa nhập,mì nước lọc thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon,tin khoa học,không,không soi mói có ý thức,8,9
476,476,Nữ,Hung Yen,trung lập thoải mái,cơm tấm long xuyên cơm cháy kho quẹt mình ăn uống healthy nền chỉ uống nước ép trái cây mì ý,"đi mua sắm

không thích: chạy bộ mình thích ngôn ngữ thích đồ ăn nhạt",không,không tính toán với bạn cùng phòng khác. thích ăn dùng đồ của ng khác thì phải biết mượn người hướng ngoại tôn trọng không gian cá nhân,8,8
477,477,Nữ,Ha Giang,ồn ào hướng nội,cút lộn rang me hơi kén ăn 1 chút,đánh bóng bàn dọn dẹp dark fantasy manga,không,giao tiếp khéo léo không quá thô thiển,10,7
478,478,Nữ,Tra Vinh,nóng nảy - ưu tư hướng trung (ambivert) lúc thích một mình ....,bún nước lèo chanh muối ... thật ra thì ngoại trừ rau cần,thích đọc sách thích hát đi tản bộ thích đọc thích chơi game,Có,tôn trọng không gian cá nhân người chịu chia sẻ cảm xúc của bản thân. hoạt bát thân thiên vui vẻ,8,7
479,479,Nữ,Dak Nong,ở một mình thích đi dây đó dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít hướng ngoài. hay giận vu vơ,đồ nướng vị đậm đà😋 tất cả các loại mì mì trộn rau,đàn guzheng ….,Có,gọn gàng thích nấu ăn,10,7
480,480,Nữ,Bac Lieu,cũng có lúc hướng nội có lúc hướng ngoại hoà đồng vui vẻ cởi mở thích ở một mình- lúc thích nói chuyện nhiều người là một người khá là trầm tư,các loại bạn phở,cầu long. đi chơi travelling online shopping thik chạy bộ,không,năng động có chừng mực - vui vẻ,3,7
481,481,Nữ,Quang Ngai,mình là dễ gần thích tìm hiểu những điều bí ẩn,thích ăn đồ cay bánh chocopie tôm chiên các loại mì e thik ăn các loại bánh mỳ,vệ sinh máy tính khám phá xung quanh,không,thoải mái dễ bắt chuyện thật sự như mình nói trên không đòi mói tôn trọng không gian chung,8,7
482,482,Nữ,Hoa Binh,thích ở một mình- lúc thích nói chuyện nhiều người ít nói nhưng thích đám đông,ăn đồ ngon,coi phim hoạt hình thích vẽ đàn,không,người hòa đồng ngành gì cũng được (khác ngành thì dễ nhờ hơn :>) sẻ chia,7,10
483,483,Nữ,Nghe An,hướng nội khi không có ai thích không gian riêng,come gà drink: (ưu tiên) nước lọc cá hồi bánh tráng bún đậu trà sữa,âm nhạc ( nghe nhạc) đi dạo ngắm cây bới lội trò chơi điện tử đọc sách..,Có,bạn cùng phòng phải là người sạch sẽ tĩnh lặng,8,7
484,484,Nam,Thanh Hoa,vui vẻ… tôi là một người hoạt bát hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ mình là một người ít nói vui vẻ...,canh kim chi đồ cay mì trộn cơm sườn các đồ ăn hỗ trợ cho việc giảm cân,các hoạt động phải chạy ngủ:)) đánh bóng bàn chơi cầu lông,không,thích những bạn hoạt bát vui tính náo nhiệt thích đi chơi sạch sẽ gọn gàng cẩn thận,7,9
485,485,Nam,Quang Ngai,là một người khiêm nhường nói khi cần thiết người hay thay đổi hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ đúng ik chang mô tả mẫu :))),bánh mì kẹp bánh khọt thích ăn những món ăn không quá đậm vị,đá bóng xe cộ kiếm tiền stress thì mình đâm đầu vô luôn thiên văn học,không,thích các hoạt động nhóm trật tự gọn ràng sạch sẽ chia sẽ người hiểu chuyện,8,7
486,486,Nữ,Quang Nam,thích một mình nhưng lại sợ cô đơn cầu toàn hướng ngoại. hướng ngoại part time nhưng không hẳn hướng nội :)) ambivert,thích ăn mì cay,bơi lội. chơi bóng rổ,không,hướng ngoại,8,8
487,487,Nam,An Giang,thích ở một mình. thích đi lang thang một mình ít nói nhưng hay chia sẻ với mn,đồ ăn hàn. đồ uống healthy sữa chua mít lẩu cơm gà bò kho,các hoạt động phải chạy vẽ... esports,không,chia việc nhà thì phải lm biết nghĩ cho người khác vui hoà dồng,9,9
488,488,Nữ,Hai Duong,tìm người người làm đồ án tốt nghiệp chung. thích tham gia các hoạt động xã hội hướng nội trầm tính,bún cá châu đốc trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn các loại bạn bún bò sữa tươi trân châu đường đen,chơi cầu lông thiên văn học,không,đừng ham chơi 🤡 vì mình sẽ chơi cùng chung ngành học,7,8
489,489,Nam,Quang Nam,vui vẻ...,coffee chill,làm gốm thích đá banh xem anime vân vân... ngắm cảnh,không,biết đều thật lòng ở sạch,7,5
490,490,Nữ,Bac Lieu,hướng nội - ngoại đôi lúc hướng ngoại đôi lúc hướng nội,bánh . nước coca . mì cay... canh cải,lắp ráp nghiên cứu về tài chính ngắm bầu trời thích xem tivi đi đây đi đó với bạn bè( một mình),không,dễ ăn uống biết quan tâm,8,6
491,491,Nữ,Lao Cai,thích nghệ thuật thích gọn gàng hướng nội ít nói thik ở một mình thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người,revive ......... táo ăn cơm mẹ nấu mắm chưng,cũng không biết thích gì tâm lý học,không,hoạt bát thân thiên vui vẻ đừng nói quá nhiều đồng cảm,8,9
492,492,Nam,Hoa Binh,thích một mình nhưng lại sợ cô đơn nói nhiều với người quen nhát bắt chuyện với người lạ,trà ô long mì xào mì trộn trà đá mắm chưng thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon,dân chơi hệ điều hành (windows bói tử vi mình rất thích nghệ thuật âm nhạc ( nghe nhạc) ngắm bầu trời,không,có thói quen dọn dẹp ăn ở sạch sẽ ở sạch sẽ giỏi không care lắm,10,8
493,493,Nam,Ca Mau,náo động vùng trời :) có thể đi ăn ngoài nếu được mời,...; các loại thức ăn truyền thống của miền nam như bánh xèo,bóng bàn ios,không,năng động có qua có lại,9,10
494,494,Nữ,An Giang,hướng nội nữa mùa mình khá ít nói cũng như là hướng nội,mì udon thích đồ chay bánh bông lan dâu,xem bóng đá mình thích hát đi đây đi đó với bạn bè( một mình),không,mong muốn được ở cùng với người có sở thích khoa học với mình vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau vui vẻ thoải mái,6,9
495,495,Nam,Hoa Binh,dễ bị lung lay bởi cảm xúc,cơm cháy kho quẹt,mình thích xem phim ngủ thích đi bộ thường thức tác phẩm nghệ thuật học toán,không,dễ tính gia han có thói quen dọn dẹp ăn ở sạch sẽ đàng hoàng là được người sống có quy củ,9,7
496,496,Nam,Ha Giang,hòa đồnh hướng nội part time,"các loại lẩu sương sáo các thứ
food: cái gì cũng ăn được. thích rau ít mỡ bún chả nướng e thik các loại nước ngọt không có gas vd như nước yến",bóng bàn thích đá bóng đếm tiền,không,tôn trọng quyền riêng tư của mọi người xinh đẹp mình thích ở 1 mình thôi 😶 không câu nệ tiểu tiết mong muốn có một người bạn có cùng sở thích khám phá giống mình,7,8
497,497,Nữ,Vung Tau,đôi lúc hướng ngoại xàm,đồ ăn vặt hoặc đồ hàn salad ...; các loại thức ăn truyền thống của miền nam như bánh xèo những món ăn liên quan đến kim chi pepsi,cờ vua nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster thần số học quay tik tok,không,người trung thực giàu có tư vấn lẫn nhau sạch sẽ ngăn nắp không thích ai có tính cách bảo thủ,9,10
498,498,Nam,Hai Duong,một người nửa hướng nội hướng ngoại thích đi chơi ở ngoài với bạn bè,gà phô mai nem nướng nha trang mình ăn thích ăn đồ healthy lẩu cá đuối thích ăn bánh mì,ăn uống thiết kế học tiếng anh,không,tốt bụng hòa đồng vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng sinh hoạt cú đêm giống mình hihi đừng quá ồn ào,5,8
